ENSG,ENSG00000198938.2,ENSG00000198712.1,ENSG00000198886.2,ENSG00000198804.2,ENSG00000198840.2,ENSG00000198899.2,ENSG00000198727.2,ENSG00000210082.2,ENSG00000142515.13,ENSG00000263639.4
TCGA-G9-6369-01A,22798.5505899,28604.4210873,22381.0630915,18056.6202214,12306.4964674,12266.1731285,13287.21527,18361.254896,5753.51916309,333.198469489
TCGA-G9-7523-01A,16707.5780395,14190.1977683,16926.7329083,13872.6824367,10391.2133366,7289.77480807,9642.7254672,14811.5818122,1852.3197096,403.592651354
TCGA-HC-7819-11A,5123.77634849,4664.42246706,6185.42955685,6744.35200146,4089.25313433,4768.76600488,3766.55385493,2769.04527644,4433.19827482,7886.85873972
TCGA-HC-7749-01A,6766.53507716,6548.70028578,4724.87848212,1959.47279617,5629.63600806,4413.24538823,4237.8340508,3459.29200766,6006.81013379,456.668619813
TCGA-VN-A88M-01A,18453.0663868,20339.854851400003,16885.1647982,17285.379756,9478.56991986,10271.9368649,12094.4667249,9363.81441129,5159.49680836,2245.35257578
TCGA-J4-A67N-01A,6409.08778186,6322.36214153,1714.70237563,2803.5187168,3639.68682614,1720.34027009,1187.38529601,2811.39526252,4567.74790657,1850.83592183
TCGA-Y6-A8TL-01A,7546.36891789,6928.91413258,6249.91749202,7071.65834603,5751.12903066,5154.0655713,4978.55558329,2647.24934615,5228.42628578,3208.49348519
TCGA-YL-A9WH-01A,10274.0897982,7936.33109416,6024.37417255,9803.46198603,2819.70479319,4810.49050319,4749.46593436,6429.24117611,836.085270512,9696.76445545
TCGA-V1-A8WV-01A,15528.124304299998,12811.9243339,10311.4246215,7413.44509632,5763.36214661,8256.24170044,6774.8276345,10331.870080600003,1326.56949426,563.324272471
TCGA-XJ-A83F-01A,12616.1115225,14113.1280871,10363.052772600002,6403.96129002,11546.0876749,9608.01329898,9675.38520317,6710.15261727,5723.19651355,326.216210123
TCGA-KK-A8IM-01A,6699.4878901,7007.12481376,6259.46087289,7823.17969532,4179.50913151,4830.75182767,4164.05368034,3437.96740135,3826.59970025,1554.14944053
TCGA-EJ-A46F-01A,3144.58867355,5959.16455134,1642.73321823,2314.57997272,4004.4967907,2080.13965871,1303.71219434,1237.49033286,7851.55367512,244.155180274
TCGA-VN-A88I-01A,9370.02485943,8451.61983694,6714.476002500001,1797.68088897,7244.35406491,5171.00059822,4264.28331751,6807.64365129,1601.25603184,6990.762839899999
TCGA-KK-A8IH-01A,9112.83826876,7167.61482975,5775.24771734,9412.10064817,3192.10138284,5347.42307734,3552.12403309,4244.19768924,3472.58751874,1079.35557719
TCGA-EJ-5503-01A,4075.37567086,4324.32389057,4003.95708628,4313.06331788,3216.44067372,2871.77718069,2673.26404247,1865.69430358,4569.51666295,11753.0767371
TCGA-CH-5789-01A,4709.36768762,4246.4271804,5019.43171117,5491.98244217,4002.50669846,3976.48018725,3674.63751195,3367.83820451,4630.97430042,18965.9091921
TCGA-EJ-A7NM-01A,6083.67802293,5833.62077088,5117.82660924,4168.88023974,3735.98579089,3941.02650386,2257.62782949,1712.31499814,2393.20361676,327.203022012
TCGA-EJ-7312-01B,6518.90116066,6469.28907337,7548.81998429,5262.51078563,5924.24496201,5795.82956139,6069.32719522,3470.56291936,10150.4817366,5404.13403077
TCGA-G9-6343-01A,22935.821936400003,25281.0235934,23975.3125857,17716.886186099997,29361.6543676,16939.7558553,16462.8333085,11130.454436,9760.68042331,2060.30387638
TCGA-VN-A88K-01A,3750.25785179,5503.25138995,4226.04409792,715.4153887639999,4034.51182236,2725.75679278,2524.90587013,3271.0061314,4407.38694675,2118.50940912
TCGA-ZG-A9L5-01A,9235.45084568,7684.38796594,5562.32458864,5241.33353942,6653.8272915,5430.58926187,5724.28243477,2925.46390842,4131.67135213,37.1461879278
TCGA-EJ-7789-11A,1970.36637023,1643.03292545,1389.0763466,2000.38438807,1557.58506524,1184.99770651,1199.82457364,1663.08666748,5492.00820292,8334.10573474
TCGA-EJ-7797-01A,6318.52657346,6587.13756992,6509.50682972,6754.01806163,4373.81894665,5067.14357115,3555.7007898,2258.85940881,4040.70812142,4919.38322137
TCGA-EJ-7327-11A,2116.34091946,2206.47990932,2439.60530036,2429.48711027,2236.5532639000007,1789.68479642,1916.66590494,1073.34020776,5846.36886112,10875.6565549
TCGA-KK-A59X-01A,6888.36843558,8457.19269735,6050.08091663,4307.99161892,2775.02039053,4026.59164537,2866.62955699,3570.21619112,3812.68464202,766.7562939669998
TCGA-CH-5792-01A,6673.20448724,6765.22383992,7479.46028028,7421.45409835,4902.51757986,4721.12487611,3916.88189436,3561.06116896,2613.23726983,3693.98044805
TCGA-G9-6348-01A,9790.84176908,11162.6178567,12165.9815247,3445.11770485,6547.22951993,6332.97215388,4210.61970054,7804.89878376,5000.99057905,2632.90430742
TCGA-X4-A8KS-01A,46194.0656089,46129.3075268,43785.5851239,47778.5804184,32365.7941431,33432.1295585,33478.6416105,22530.0398105,2888.41091201,2679.76302286
TCGA-M7-A71Y-01A,10743.5872445,9679.97704774,9805.60557619,6749.78557114,6798.76138195,7561.42656651,6276.19875486,4512.70433741,2932.82004295,1544.57265112
TCGA-EJ-A65B-01A,6883.70668504,9001.67244556,2195.78930678,3698.46244289,4326.41227167,2419.03971365,1662.78072205,2309.28423371,3446.60681467,23716.211366
TCGA-EJ-5531-01A,4217.94452028,4147.91983987,4302.27218673,3990.55360434,4330.73739324,3060.94333089,2960.40643328,2506.89211645,3360.36789041,1733.62418841
TCGA-2A-A8VL-01A,8025.74495222,7707.56886416,8641.86243483,9234.71291091,6149.68700927,6775.43639946,6435.32063666,3937.59923155,5607.32461491,30421.0730593
TCGA-G9-A9S0-01A,12139.3276462,10941.7385674,10190.9019291,10186.3858183,7226.90625666,8289.44997064,6364.83159011,4527.91660078,696.257383578,2867.75491953
TCGA-HC-A8D0-01A,20002.2071227,13099.9039258,12355.7957259,8177.77889837,7376.86727589,10518.3349054,7885.99300379,8276.18553537,1845.50273446,5018.69579613
TCGA-EJ-7318-01B,5965.44862856,7463.57982096,5518.79570357,4367.36750762,5626.69649098,3554.86855598,2979.60894641,2595.42601925,8500.99471584,855.117094625
TCGA-HC-8258-01A,8620.88501492,7634.56568027,7695.44470251,8526.67149604,4397.11940619,5038.3012574,3336.9175217,4687.11892831,4552.92262333,2164.84475168
TCGA-G9-6371-01A,6776.94506946,8108.15369555,7101.65765863,7030.52864281,5622.35614541,5517.64071076,4160.11287705,4766.94923437,8568.60311214,807.485400526
TCGA-ZG-A9M4-01A,15725.568077000002,13392.418558299998,12328.3094894,11035.0431857,13218.7958801,11825.5532064,7897.69070179,5191.07165628,264.652144367,1.09148116357
TCGA-G9-6384-01A,6286.66558946,5613.627793399999,6447.43591161,5665.489839399998,4108.23747485,5064.21345826,3673.51570638,3924.29137088,3549.78926555,11150.5791009
TCGA-CH-5741-01A,5144.16674353,5673.64591748,5767.58304266,5408.09386979,4170.70061607,4510.94887533,3047.07752473,3621.71861542,5758.92330004,1798.91169457
TCGA-G9-6342-11A,8473.52343503,6430.32725315,5810.06129841,8081.58688007,6530.76492045,4495.5409485,4510.60794561,4977.79125651,6642.28541755,7985.01566579
TCGA-ZG-A8QW-01A,9403.10009378,11434.4218522,8027.74755225,8130.91556243,6440.38644175,6383.23729711,5396.561449600002,5687.90490743,1955.82639868,1819.94959904
TCGA-ZG-A9L2-01A,8084.63666953,6398.52654459,5489.0216971,7077.58256102,4315.95121605,4625.84100728,3627.74112632,3453.20595775,3157.29322338,78.0086431195
TCGA-J9-A8CM-01A,6444.68898611,6335.82719164,4678.55618963,1290.50937311,5039.86480903,6268.05918972,3694.84797373,2355.52563413,2253.45378388,198.10486990400003
TCGA-EJ-7781-11A,3866.61673157,2549.60669417,3211.60493463,3351.3209061,2876.24958659,2463.4404156,2524.81002505,2117.5439152,618.654625151,1727.42185298
TCGA-V1-A8X3-01A,5460.92396432,5213.21040859,5305.17140641,4687.18590483,3178.10935885,3961.5069415,3489.74542397,2109.32680452,7709.33772679,487.119899682
TCGA-EJ-7794-01A,4247.82525094,4349.59708762,4374.81048132,4690.5467444,3904.17354261,3333.74573041,2889.85526222,2049.19001406,4284.92470794,1316.5443856
TCGA-G9-6365-01A,14118.522204299998,13899.8566059,15452.0944539,9472.83164229,7792.79077575,8753.01925887,5601.80108927,9019.06983019,1950.8272296,376.897563384
TCGA-ZG-A9KY-01A,9696.15235202,9282.06456689,9002.56686766,10728.1737766,7943.01419971,6520.73702496,7339.73536358,4234.07474554,3361.27689344,187.17862765700002
TCGA-KK-A6E1-01A,7268.02571427,5480.00145784,5798.75148034,5859.16469564,2094.78193848,3416.77736829,2914.17740569,2315.22293914,5241.31189334,3107.63628951
TCGA-HI-7170-01A,16438.9828479,14868.9800572,16399.0287299,6045.234876600001,17773.6099877,13129.1167486,13441.7801386,6873.70482773,1671.61321801,2412.71865723
TCGA-KK-A8I6-01A,7204.35276599,7674.54842742,5985.23712902,7308.1805801,4106.45502823,5024.76116762,4465.9339399,3233.02995013,4525.53506344,3058.29504497
TCGA-H9-7775-01A,5786.44785044,4031.25367795,5186.50134118,3871.16216909,3538.85879262,3996.52031305,3341.58177927,3560.64284902,4866.33086869,8921.36741474
TCGA-EJ-5501-01A,4859.00823309,4570.89538153,4235.37555703,4216.59461464,3357.02175974,3751.74888123,3466.6532143,1458.34679126,3409.88275067,9896.36096167
TCGA-J9-A8CL-01A,11447.6826806,12915.3343063,11919.017836799998,5123.56205417,12637.5497795,10333.3399584,9476.32349976,5388.43659318,4971.286613,188.874495663
TCGA-SU-A7E7-01A,5577.88237598,5794.13856166,6206.72094057,5228.96617896,4878.55358882,4572.37408875,4101.71605854,3100.97193745,4484.72009512,8081.5937317
TCGA-CH-5738-01A,3744.39304687,3526.36308686,3601.18049689,4190.6168683,3371.6360002,2818.62130594,2571.80414897,1942.30564134,2843.45541621,709.0008471489999
TCGA-G9-6348-11A,19568.173376,16928.374465200002,23483.8127592,10946.8524674,12390.0943532,16070.248631,14676.438198700003,9977.13226678,3044.98518121,6138.62475084
TCGA-G9-6363-11A,8717.65964917,7379.41169755,7050.39168206,2718.96447248,3575.93201288,4582.71357423,3738.10324379,4829.674947,2209.87027914,424.233265406
TCGA-HC-7079-01A,4854.23647817,4164.43187117,3851.72356852,5636.35779048,2861.26832577,3055.5927919,2567.74019053,2772.7090705,448.23196812300006,545.491252702
TCGA-YL-A8SJ-01B,13180.9346205,11936.4855698,12138.233380299998,11861.7875716,6347.67497763,7803.520993100001,8817.96083182,6967.44915545,1271.81285219,324.690701236
TCGA-HC-8262-01A,12050.2491359,16064.1463764,12833.730501200003,12408.1336029,11682.921612200002,10200.6349886,7266.44142282,5509.41420971,4361.51681778,4137.38241394
TCGA-EJ-5499-01A,8799.00004942,11008.422366600002,7150.39007377,9059.99083006,7003.71300362,4961.27368672,4723.169958899999,5458.50288555,2570.11197471,2468.57914326
TCGA-HC-7738-01A,8865.34317905,9096.80678605,8842.41640783,10079.2408356,3408.5591019000008,5784.59904481,4757.90892767,4056.69137318,5270.51592766,1427.5244533
TCGA-EJ-A7NF-01A,14910.1237849,15234.6495051,14058.5984157,12640.3811227,12176.2302089,10178.0078595,9806.53164876,6494.98216608,6178.12457955,1646.13213823
TCGA-EJ-8469-01A,1909.43020816,2164.98189253,2051.0905697000007,1741.10007203,844.6144612630002,1090.66396428,826.422832288,527.221766927,2561.26790234,88.1835564153
TCGA-HC-8259-11A,9096.238132,8153.57688664,8536.38666329,9986.89184766,5929.57292415,5832.02678704,5346.94590999,3531.51927693,6393.54237393,22718.6825625
TCGA-HC-7211-11A,15798.231123,11935.177081299998,11665.884298,16989.7422252,7685.386867199999,8158.62023245,8464.72181874,11351.7714783,70.2679205717,5.78548500786
TCGA-KK-A5A1-01A,14818.3974421,16242.1657116,12120.4537453,9181.86388254,13091.9980629,4998.53984798,11895.6368717,2615.71762163,3044.7104134,150.314039085
