TCGA_barcode_TPM,ENSG00000163631,ENSG00000158874,ENSG00000198804,ENSG00000198938,ENSG00000198712,ENSG00000198899,ENSG00000087086,ENSG00000198886,ENSG00000197249,ENSG00000228253
TCGA-EP-A2KC-01A-11R-A213-07,15931.43457,36302.80859,7115.703125,19957.56836,24305.9082,10242.55469,34711.05859,19033.49023,16418.98242,7134.583984
TCGA-CC-A5UE-01A-11R-A28V-07,4895.688477,11073.87695,11459.15137,9327.077148,11225.37109,3975.33374,36054.43359,6370.830566,13224.57227,2648.572754
TCGA-BC-A10Y-01A-11R-A131-07,58104.03516,3511.802734,14044.92773,10586.99316,9210.488281,14319.79883,4609.956055,11044.57617,8683.216797,10945.05469
TCGA-UB-AA0U-01A-11R-A38B-07,79723.25,15323.3457,31085.77344,21161.85938,17884.54492,19770.98047,5869.57959,18596.48242,14438.93262,15122.37109
TCGA-CC-5260-01A-01R-A131-07,394.343201,60.497536,12587.42188,18295.17188,13046.69531,7400.513672,4867.763184,8545.514648,3440.581787,5348.205566
TCGA-5R-AAAM-01A-12R-A41C-07,43785.05859,13237.05957,23713.53125,18516.11133,13780.25684,16070.24121,12481.30273,13612.80078,18346.47266,13452.15332
TCGA-2Y-A9GT-01A-11R-A38B-07,82044.97656,7667.256348,17659.75,12617.58691,12754.44238,17217.97656,5099.618164,14299.09375,16789.54883,11908.46973
TCGA-DD-AAEG-01A-11R-A39D-07,32958.01563,15659.18164,23858.00781,16919.0332,13360.93262,14796.39746,22733.71289,14220.62109,9337.894531,14214.72852
TCGA-G3-A25V-01A-11R-A16W-07,56363.95703,12693.04395,12234.28711,12961.03418,10887.66992,11375.83594,23865.70313,9829.321289,35609.125,6589.528809
TCGA-ED-A66X-01A-11R-A311-07,48825.91016,26812.80664,21298.4707,19658.82422,8666.223633,12197.02832,19765.31836,10550.34863,16705.06055,9286.709961
TCGA-DD-A73D-01A-12R-A32O-07,37833.90625,30668.0293,32017.32227,21047.40234,21618.52344,13685.91699,14952.25391,20493.43164,5241.007812,8199.603516
TCGA-RC-A7S9-01A-11R-A33R-07,114254.0313,34166.88672,11514.94824,17334,15744.21094,15371.41406,2615.415771,15384.69629,23244.61719,7420.897461
TCGA-DD-AACO-01A-11R-A41C-07,89009.10938,58187.51563,9697.327148,13206,14725.91797,9453.986328,15944.26074,4793.176758,11820.97559,604.199524
TCGA-2Y-A9H9-01A-21R-A39D-07,103793.4844,7547.477051,9451.825195,11671.58984,19078.73828,14271.05469,7665.824707,13678.03125,11589.8291,11202.56348
TCGA-G3-A25Y-01A-11R-A16W-07,15303.40332,17083.24414,15498.85742,11073.60645,8271.923828,8824.777344,8926.415039,7426.338867,31877.43359,5296.683594
TCGA-G3-AAV3-01A-11R-A37K-07,14256.91797,28221.34766,12755.24512,12244.81641,11101.30859,8072.768555,32090.30469,7828.438477,13013.97363,5713.448242
TCGA-EP-A3JL-01A-11R-A213-07,26053,46029.66016,19675.1543,34417.61328,29962.34961,34540.72656,26438.17383,22547.44922,10770.55371,16428.91602
TCGA-ZS-A9CE-01A-11R-A37K-07,84505.51563,34927.25,20062.40234,17369.36523,8775.34375,10886.60645,8337.895508,7588.918457,4414.031738,8897.40332
TCGA-DD-AAD0-01A-11R-A41C-07,29658.32422,40152.62891,15593,12852.69531,13993.75684,14411.5332,13374.72461,18397.54102,13906.45508,8770.148438
TCGA-EP-A2KA-01A-11R-A180-07,60729.94141,6961.512207,9717.993164,10371.28223,18011.27734,5622.740723,10512.41895,6000.178711,36022.21875,2308.993652
TCGA-BC-A10Q-01A-11R-A131-07,507.892914,13.658826,32988.61328,40963.95313,41111.82813,26137.80469,2483.212158,24707.8418,3995.077393,13966.33106
TCGA-RC-A6M6-01A-11R-A32O-07,41264.72656,21358.66406,8287.724609,5126.165527,5424.096191,7006.066406,25678.10938,6565.680664,77004.85938,4325.587402
TCGA-MI-A75E-01A-11R-A32O-07,44438.31641,18287.20703,18700.80469,16282.77344,17773.02148,14339.20215,26273.12305,12263.04395,28007.82813,8465.396484
TCGA-DD-AADB-01A-11R-A41C-07,26425.45313,26946.47656,23664.32422,15779.15625,12213.56055,9087.231445,28776.10742,11456.68359,8904.59375,5855.619629
TCGA-DD-A4NL-01A-11R-A28V-07,71226.80469,7796.273438,25351.23633,18251.54297,12211.92188,20919.64258,10113.68066,22100.53711,21726.33398,16710.01367
TCGA-DD-AACX-01A-11R-A41C-07,15849.16113,23830.08203,42970.79297,32830.49609,28142.5,19328.83984,27198.66992,20181.9375,7060.454102,13761.16309
TCGA-DD-AAEA-01A-11R-A41C-07,38284.27344,38262.61719,39223.66797,28729.25391,26664.88477,21285.36133,27666.1543,23097.29883,5164.657715,18104.07227
TCGA-CC-A8HV-01A-11R-A36F-07,31902.39844,19530.25,44595.17188,38327.98438,26253.66797,25289.53711,18922.89453,23955.41016,6679.068848,17693.13867
TCGA-3K-AAZ8-01A-12R-A39D-07,30513.00391,30034.96289,10431.28223,11975.7959,13442.04883,4130.611816,13250.50488,7205.074707,18090.48633,2916.275391
TCGA-G3-A3CK-01A-11R-A213-07,11803.20801,20230.60547,19547.4707,14693.88867,13835.53906,13948.75293,19941.99805,10780.43457,20654.97852,10551.16699
TCGA-FV-A2QQ-01A-11R-A22L-07,45114.57031,46041.66797,8012.813477,8657.822266,6269.23877,7839.141113,41129.91016,4811.584961,20748.46875,3913.10498
TCGA-DD-A114-01A-11R-A131-07,45518.98438,13263.05859,16172.20117,11539.58887,9133.732422,12225.01563,18861.92188,10515.91211,5024.027832,9146.027344
TCGA-5R-AA1D-01A-11R-A38B-07,9923.65332,2918.002441,47480.00391,34418.51953,40293.63672,26717.69336,8521.983398,33626.8125,11302.77148,20377.04883
TCGA-FV-A3R3-01A-11R-A22L-07,6166.691406,28687.67188,39314.72656,24571.39063,25190.25781,23352.83594,14599.88477,24414.57031,24975.17383,14740.27344
TCGA-DD-AAE3-01A-11R-A41C-07,27133.73633,31210.95117,25907.78711,20172.27539,30759.39648,12366.70215,14652.99121,13126.99121,15739.48926,4623.834473
TCGA-2Y-A9GV-01A-11R-A38B-07,18485.2207,5819.250977,23672.25781,16332.22266,15855.03711,16462.05469,9983.605469,15656.34473,10140.45215,12438.03613
TCGA-G3-A25U-01A-11R-A16W-07,31132.41602,13916.70215,35192.71484,18674.25586,13625.58398,22944.54883,6324.215332,11958.90723,5605.357422,18198.60742
TCGA-DD-AACE-01A-11R-A41C-07,28711.08398,34631.4375,49829.21484,37869.44141,56596.22656,38661.96484,8131.986328,28683.13477,1297.495483,32048.47461
TCGA-DD-AAD8-01A-11R-A41C-07,51334.80859,25943.36133,23502.83594,19757.7832,15293.92871,20819.10156,19235.8418,22538.53125,13344.15332,17905.55859
TCGA-BW-A5NP-01A-11R-A27V-07,25487.39453,38196.58594,12502.14941,8591.350586,4372.65918,8925.646484,25293.39844,4970.678223,17856.53906,6232.769043
TCGA-2Y-A9H8-01A-11R-A39D-07,55792.92578,23694.64063,19505.79297,27508.92188,24355.02148,17903.81055,15067.17871,15112.15723,13849.17285,12818.49023
TCGA-DD-A1EJ-01A-11R-A155-07,12467.79102,58067.61328,5518.845215,10333.18066,13417.66504,9956.379883,12868.66406,8506.631836,15243.06348,6182.257324
TCGA-ZS-A9CF-02A-11R-A38B-07,20633.08984,15858.85059,32154.99219,20821.62695,22057.45703,30103.82422,2089.770996,31748.78516,8374.546875,23987.6582
TCGA-DD-A3A5-01A-11R-A22L-07,21000.62695,14637.91895,13815.08203,11463.26758,14023.59668,13837.01953,6311.027344,10399.81543,10487.89844,5898.161133
TCGA-DD-AAVV-01A-11R-A41C-07,28286.18945,11351.49609,15764.67676,11396.9668,14428.98828,10620.34961,24920.36914,8801.775391,8870.06543,6806.522949
TCGA-DD-AAW2-01A-11R-A41C-07,42160.87109,29824.47266,33364.64063,21119.85938,24903.00586,21974.40625,12019.51465,19161.75781,5805.986328,15015.42871
TCGA-NI-A8LF-01A-11R-A36F-07,53133.89453,23102.37109,38379.78125,28939.88867,25690.3125,38578.41797,7626.630371,33895.14844,2484.111328,32651.60352
TCGA-DD-A113-01A-11R-A131-07,155327.8125,12861.85449,18076.54102,14473.41211,18270.51758,17465.89453,16410.94531,8413.212891,12269.91699,10876.59766
TCGA-G3-A25S-01A-11R-A16W-07,755.636841,64308.39063,9923.021484,10192.23047,12682.62305,18811.99219,21446.21094,9218.631836,7214.030273,4975.617188
TCGA-DD-AACP-01A-11R-A41C-07,7487.819336,37907.44141,16043.0332,14226.91504,12029.4209,7378.815918,35761.73047,8166.839844,23168.12695,4684.219727
TCGA-ED-A5KG-01A-11R-A27V-07,26001.60742,8338.036133,5829.057129,3749.94873,3863.468994,3330.635742,6041.529297,2931.020264,16363.21191,2471.747803
TCGA-CC-A8HT-01A-11R-A36F-07,49198.55078,23141.94531,34542.71875,20323.77734,23964.68555,23549.49023,20748.08984,32036.75,5970.441406,17257.82031
TCGA-KR-A7K7-01A-11R-A33J-07,36681.58984,33661.72266,9944.108398,10437.76367,9545.076172,7038.215332,43893.07813,5508.989258,10808.6709,2080.395996
TCGA-G3-AAUZ-01A-11R-A38B-07,136823.3125,2969.761963,8974.401367,9468.120117,11059.91406,8746.979492,13882.41309,5341.772461,11669.89063,1777.775635
TCGA-BC-A8YO-01A-11R-A37K-07,29078.71484,2118.24585,16139.63672,10309.87305,10235.29297,10089.61328,19185.93555,13207.22363,9803.992188,8000.954102
TCGA-EP-A12J-01A-11R-A131-07,66319.57031,25150.72852,16418.69727,10330.50781,12463.81738,7558.930664,6906.836914,11565.55859,5022.393555,5741.827148
TCGA-RC-A6M4-01A-11R-A32O-07,43393.36719,29599.46875,20970.0293,24243.13867,28512.93164,11401.32715,15868.2832,15084.86035,9555.18457,6325.116699
TCGA-DD-A73B-01A-12R-A32O-07,42947.35547,62364.15234,17973.88281,13082.83106,22110.20313,18090.11328,4110.799805,20106.29102,9805.901367,11434.30273
TCGA-ZP-A9CY-01A-11R-A38B-07,117665.9609,18020.9082,17178.29297,11553.55762,14320.3916,12495.48145,10170.47754,12320.09961,24088.22266,9087.46875
TCGA-MI-A75I-01A-11R-A32O-07,127787.1094,39318.42969,12183.71777,9433.652344,9557.96875,5599.017578,24655.35742,5997.630859,8845.146484,3619.336182
TCGA-RC-A6M5-01A-11R-A32O-07,26468.80273,910.720276,39632.86719,23798.50586,27699.61328,25963.39453,9197.605469,19705.03906,16817.00781,17493.7793
TCGA-DD-AADQ-01A-11R-A41C-07,9947.162109,9397.675781,14810.29199,13633.7959,8425.633789,10138.63867,11528.68652,7581.95166,16385.38281,6505.242676
TCGA-O8-A75V-01A-11R-A32O-07,34009.88672,52422.5625,12067.91895,14984.58203,17045.52734,9281.558594,33654.43359,9045.827148,13115.20117,5348.015137
TCGA-BC-A10U-01A-11R-A131-07,31282.79688,53863.22656,24659.93555,16114.6582,15698.74609,17398.93359,14536.15332,17645.86719,15939.33301,11800.04785
TCGA-CC-A7IF-01A-11R-A33J-07,65208.42188,23668.0625,31985.61328,24641.5918,22301.50781,32314.12695,7582.465332,30302.58203,6029.834961,23581.47852
TCGA-DD-A11D-01A-11R-A131-07,68227.75781,20787.24805,17815.43359,8253.444336,13327.49609,10934.93848,7398.608398,10648.24316,22814.72656,7945.80127
TCGA-LG-A9QC-01A-11R-A37K-07,17564.15234,16500.34766,14482.30566,12378.55762,19812.92578,16051.89941,5402.365723,25870.12109,16210.48438,12120.18262
TCGA-CC-5258-01A-01R-A131-07,124417.0547,42407.35547,6485.448242,2754.381836,5916.540527,4411.416992,19484.50391,6093.728027,20316.41992,3415.053711
TCGA-DD-A4ND-01A-11R-A266-07,60266.9375,10293.44824,36174.98047,23125.08203,15332.58887,17765.47656,11090.54102,18943.4082,19868.20898,15394.61426
TCGA-ED-A7PZ-01A-11R-A33R-07,11865.32813,21220.10352,9483.336914,20860.69336,32398.88281,22800.35352,20726.73633,14132.22461,12219.66699,8147.67627
TCGA-CC-5261-01A-01R-A131-07,94913.85156,7306.471191,7403.865234,5118.217285,3886.131104,4637.180664,6094.081543,4670.059082,12541.91504,3868.507812
TCGA-DD-AADW-01A-11R-A39D-07,40431.07422,10880.85352,22814.0332,19112.42773,10651.35547,11894.80273,8037.38623,13478.88965,19230.57813,12160.20215
TCGA-BC-A69H-01A-11R-A311-07,25061.7832,42141.55859,1752.692505,2827.549561,3024.39209,1605.268066,32056.88477,1261.803589,34202.00391,303.348297
TCGA-DD-A1EH-01A-11R-A131-07,60208.64453,15414.83984,23095.9043,12918.73926,11319.18164,12369.92676,7695.208984,11569.94922,13241.72461,8500.761719
TCGA-CC-5264-01A-01R-A131-07,73510,4324.101562,10190.79199,8459.592773,6011.235352,7200.718262,6697.841309,5265.401855,8548.399414,5275.996582
TCGA-CC-A123-01A-11R-A131-07,28620.73828,53374.51172,4764.301758,3770.58667,7302.11084,4072.24707,43410.62109,1979.290527,10493.6875,190.622559
TCGA-GJ-A6C0-01A-12R-A311-07,57600.80078,39837.73828,13661.72363,11712.87988,7258.731934,7301.234375,29893.20898,12503.89063,19281.5918,5604.703613
TCGA-DD-A73F-01A-11R-A32O-07,198440.3438,13710.24512,21379.61328,13556.02148,13227.47363,11231.77441,6793.583984,14892.64551,12912.10938,7427.270996
TCGA-MI-A75H-01A-11R-A32O-07,42543.32031,36114.55859,22448.8125,17062.90039,14388.32715,13943.89648,23650.06836,13438.40039,8576.072266,8804.452148
TCGA-DD-A73A-01A-12R-A32O-07,132913.5625,14521.77148,27998.17383,28023.36328,28720.00781,16315.93359,22381.06445,28085.70313,13572.19727,12236.75391
TCGA-BC-4073-01B-02R-A131-07,80077.26563,6062.916504,5425.274902,3919.633545,5151.553711,4363.835938,10427.09277,3709.956055,20523.01367,3030.548096
TCGA-FV-A3R2-01A-11R-A22L-07,54507.35938,20814.69141,15256.24902,15953.63672,8452.298828,12103.33984,13065.20117,6656.139648,14903.96387,8753.891602
TCGA-DD-AACT-01A-11R-A41C-07,36097.875,30319.57813,35322.60156,26359.36914,19724.9375,20081.44922,23512.60742,20624.08398,11741.57324,16168.43848
TCGA-G3-A3CI-01A-11R-A213-07,127717.9219,26136.68555,42967.375,20686.71875,25775.82813,19916.41016,13071.57129,17246.68555,6822.291992,13699.45606
TCGA-DD-AAEE-01A-11R-A41C-07,32953.96875,36447.51172,21529.57227,13261.13477,14512.55957,10864.1377,29254.52148,11225.9043,6667.951172,6777.778809
TCGA-ES-A2HT-01A-12R-A180-07,45356.71094,86186.75,9461.662109,8168.324219,7513.103516,6096.585938,16847.77148,2682.978516,26561.18555,1189.997192
TCGA-DD-AACZ-01A-11R-A41C-07,14812.69043,42883.34375,16178.4209,18696.91602,17290.72266,19334.25781,39936.35547,12836.39746,3606.840576,14180.24219
TCGA-CC-A9FS-01A-11R-A37K-07,40965.69141,39206.69531,34070.45703,23284.13477,17250.0957,23487.59961,9774.819336,18284.27734,12194.49414,18800.86719
TCGA-DD-AADF-01A-11R-A41C-07,41326.83594,42220.03516,28376.86133,22529.39844,24787.51367,21463.24805,10106.79785,14356.17285,5506.192871,8878.584961
TCGA-DD-AAVQ-01A-11R-A41C-07,112407.8281,21076.51953,17837.83398,12385.63086,11093.42481,8919.767578,9060.152344,8596.054688,19235.95508,4056.35376
TCGA-DD-A1EK-01A-11R-A213-07,40350.54297,33599.67188,33324.34375,24200.44922,22175.4082,35706.58984,10895.98535,32020.66016,14750.59082,23656.47266
TCGA-BC-A3KG-01A-11R-A213-07,62196.875,13949.47363,21975.91992,17734.61914,15831.68262,21956.82031,6135.840332,19741.10742,1710.717529,15522.36426
TCGA-DD-AAD6-01A-11R-A41C-07,19906.99023,30315.46875,59665.23438,44484.89844,35138.38281,40927.07813,14306.64844,24877.24805,12489.6084,36257.93359
TCGA-4R-AA8I-01A-11R-A38B-07,16589.5957,18210.72656,10952.31055,9421.693359,11999.00586,17432.18945,14572.26172,16849.26563,8486.113281,12764.94531
TCGA-DD-AAC8-01A-11R-A41C-07,7308.541016,34522.99219,5697.54541,7218.370117,8219.538086,6363.23877,46179.91797,7033.53125,16240.06641,3994.109619
TCGA-EP-A2KB-01A-11R-A180-07,40405.66016,57602.22266,15191.21387,15263.59961,16895.32227,10852.17773,39590.92188,10790.00391,9211.695312,6680.986816
TCGA-DD-A4NP-01A-11R-A28V-07,22229.07422,13467.84863,22623.70117,21237.49805,14789.41211,16289.49219,8270.155273,12538.51465,23648.29688,8810.574219
TCGA-DD-A1EL-01A-11R-A155-07,3581.88916,14419.22559,22337.125,23127.55273,18681.55078,12246.62207,42665.03906,10943.08496,5439.92627,7856.538086
TCGA-ED-A8O5-01A-11R-A36F-07,27597.48047,41801.42969,15047.39258,12538.90137,9886.068359,8284.947266,5207.199219,8826.637695,23324.18945,6594.575684
TCGA-DD-A3A3-01A-11R-A22L-07,40740.0625,63059.86328,11523.79395,13060.11133,14618.21289,5929.472656,32285.45117,8694.680664,35837.02344,2313.506592
TCGA-HP-A5N0-01A-11R-A28V-07,54153.39844,20285.10156,18529.88281,11346.76172,9605.808594,6331.940918,6570.423828,6447.256836,11308.96484,4173.581543
TCGA-RC-A7SB-01A-21R-A352-07,25245.60156,35490.50391,37356.59375,26456.82813,22198.40234,24377.36523,18921.85742,26277.23242,7439.570801,20830.375
TCGA-K7-A6G5-01A-11R-A311-07,49201.25781,40124.99609,11693.00391,10109.19824,9844.484375,7948.927246,14414.31543,6158.565918,13520.02051,4527.265625
TCGA-DD-AACL-01A-11R-A41C-07,16137.16797,58129.92969,15054.77051,13414.2793,12238.75488,10300.75391,40915.96484,8393.587891,12885.44727,4938.546387
TCGA-ED-A66Y-01A-11R-A311-07,90156.03906,9581.736328,20418.23047,14490.74707,7698.553711,10754.82129,4804.22998,6900.749512,43067.73438,8513.863281
TCGA-RC-A7SK-01A-11R-A352-07,57275.40625,17160.86719,17084.19531,10465.38379,9448.742188,13398.19629,16643.69922,15913.80371,7624.963867,10690.33887
TCGA-DD-A39X-01A-11R-A213-07,34643.80469,74861.5625,8707.130859,7592.869141,7090.488281,4991.412598,57097.375,2975.970947,14929.64356,1374.619263
TCGA-DD-AACV-01A-11R-A41C-07,32568.0918,17424.09961,25245.18359,16286.87109,12452.66602,17833.68164,4141.182617,13281.61523,6736.576172,13958.85254
TCGA-UB-A7MD-01A-12R-A352-07,7299.699707,2918.062744,10382.07129,8496.514648,8108.735352,7540.40332,36637.50391,12623.92969,16897.6543,5322.26709
TCGA-FV-A3I0-01A-11R-A22L-07,81.840927,26.73855,18443.22266,12975.42188,8383.446289,9646.382812,3722.045898,10395.46094,5248.391602,6124.506348
TCGA-DD-AAD3-01A-11R-A41C-07,117669.2734,25606.89648,17847.10156,8681.124023,12693.26074,8714.15332,13165.6582,9111.181641,22574.2832,7067.97998
TCGA-DD-AAVU-01A-11R-A41C-07,16099.81641,38320.01172,6691.381348,8103.21875,10489.74316,5657.400879,33142.75781,4767.020508,17874.14648,1534.714355
TCGA-DD-AADN-01A-11R-A41C-07,64148.66406,68867.63281,3913.113525,4593.007812,10306.29688,3906.015381,49954.11328,2752.585693,8617.735352,284.013794
TCGA-G3-A6UC-01A-21R-A33J-07,28158.48633,8683.125,19512.14063,18856.99023,17956.64453,13151.03906,5775.90332,16469.74805,8135.381348,11495.43164
TCGA-DD-AA3A-01A-11R-A37K-07,5476.380859,336.055237,12227.49121,12811.83594,10672.87891,10257.00195,6544.137695,16598.89453,860.698669,8997.631836
TCGA-DD-A3A6-01A-11R-A22L-07,31.357294,11.890536,45113.50391,52714.98438,29508.3125,34980.77734,12849.79297,23207.40039,21.114561,15817.22949
TCGA-RG-A7D4-01A-12R-A33R-07,41841.01563,39221.32813,12067.44727,14236.43848,12223.53906,9556.96582,22216.79492,11149.77441,8414.922852,6715.532715
TCGA-WX-AA47-01A-11R-A39D-07,2964.742432,197.254425,63760.93359,60589.01563,40939.19531,30560.31055,14930.49512,35551.00391,16282.5332,24147.08789
TCGA-FV-A2QR-01A-11R-A213-07,80301.3125,47778.87109,17096.08398,10707.10254,9268.382812,11339.92969,13795.72559,8196.759766,12022.29297,7406.541504
TCGA-DD-A119-01A-11R-A131-07,46291.66406,57755.89453,8052.105957,8557.545898,11519.98047,14629.00977,32470.76758,9882.410156,18404.7168,2352.875
TCGA-BC-A10T-01A-11R-A131-07,84435.59375,21708.32617,17832.68359,28380.08203,24807.17773,15674.21191,3058.355713,17961.13672,2882.066406,10242.60156
TCGA-ZP-A9D0-01A-11R-A37K-07,43758.21875,35025.69531,32568.14453,18229.82031,13629.29102,8556.791016,7296.638184,15267.19824,7715.863281,6570.254883
TCGA-DD-AAE9-01A-11R-A41C-07,25380.07813,47326.07813,32652.64648,22961.68359,15236.4541,28166.60352,16406.91016,19957.79688,5805.640625,15355.9707
TCGA-DD-AAVS-01A-11R-A41C-07,23558.63867,25666.02734,23274.38672,15792.4209,9914.172852,11120.01758,15240.50098,12640.88672,11908.1582,8264.141602
TCGA-DD-AAW3-01A-11R-A41C-07,104607.375,19069.98828,31772.80859,25866.67188,23868.20703,20021.48242,9382.902344,16574.01563,6084.57959,15221.22363
TCGA-CC-A7II-01A-11R-A33J-07,78.071236,799.860474,5723.251465,7323.792969,5688.046387,4617.51709,5656.453125,3271.090088,2464.807617,1816.546387
TCGA-G3-AAV5-01A-11R-A37K-07,23442.31445,72145.09375,11798.72363,13818.69727,19230.60742,10726.55469,26760.92969,7962.573242,14708.5293,5260.632324
TCGA-CC-5263-01A-01R-A131-07,64733.92188,2200.536133,8866.62207,7853.450195,7724.730469,9184.806641,7525.208984,10512.60449,5556.322754,7003.653809
TCGA-DD-AADL-01A-11R-A41C-07,48751.47266,26387.1543,28923.73633,25647.10547,21093.99219,26984.375,12365.85352,20745.46484,3210.111084,25567.61133
TCGA-UB-AA0V-01A-11R-A38B-07,113561.1563,14327.33984,25613.79492,21220.29297,19083.27148,23652.29492,5909.490234,18902.99023,14085.19336,17005.3457
TCGA-DD-A4NG-01A-11R-A27V-07,7455.092285,12173.32422,48939.44141,64270.14453,50418.92578,53038.71484,3568.028564,55454.20703,9494.882812,38202.44531
TCGA-DD-AACI-01A-11R-A41C-07,66944.25,9982.289062,14189.51856,9281.75293,18561.5332,6382.959473,12144.04297,4204.701172,9239.098633,655.96991
TCGA-DD-AADO-01A-11R-A41C-07,36406.73047,74160.66406,4958.166992,3858.661865,8497.357422,3331.219727,23241.8418,1860.469604,23020.1582,212.924026
TCGA-DD-AAE7-01A-11R-A41C-07,139212.3438,15245.39941,12974.30469,11973.96387,9238.588867,11384.64941,13950.05176,6488.979004,48930.03125,6253.316895
TCGA-DD-AAVW-01A-11R-A41C-07,97669.38281,51282.45313,19012.89258,9580.367188,10885.13965,16805.29492,11011.26563,18755.85352,12923.99512,14967.74902
TCGA-2Y-A9H4-01A-11R-A38B-07,159307.7031,7847.216797,13330.53613,16690.72852,18183.51367,12734.01563,7244.323242,10750,3665.290527,5721.349609
TCGA-LG-A6GG-01A-11R-A311-07,13235.98047,23611.38867,12633.43359,6695.128906,9835.455078,8798.041016,10257.14941,8822.244141,31101.95117,6647.525879
TCGA-DD-A4NE-01A-11R-A27V-07,105457.2734,9204.561523,25545.1875,21645.46094,16707.4043,25593.12109,6520.906738,23399.32617,7244.844238,21198.18359
TCGA-CC-A3MA-01A-11R-A213-07,15147.82324,1234.595459,18159.83008,35839.37891,24712.55273,22632.6543,2663.961426,21844.96094,3391.480225,16072.37402
TCGA-DD-AADC-01A-11R-A41C-07,8098.556641,23756.88281,24169.88281,14633.73926,10384.48047,11289.11035,40335.36719,13310.53613,17380.73047,8324.518555
TCGA-UB-A7MB-01A-11R-A33R-07,54918.44922,26617.13867,12632.91504,9237.224609,4561.458496,6503.464355,6721.464844,4537.97168,3375.047852,5530.597656
TCGA-UB-A7MA-01A-11R-A33R-07,21805.32813,9984.238281,7650.644531,10120.93945,6968.67041,7125.694824,2353.366943,4423.132324,5444.992188,5382.643066
TCGA-KR-A7K8-01A-11R-A33J-07,45687.10156,22281.72852,17466.23633,21780.18164,21709.2793,20192.7168,15281.59277,19200.42188,11634.15723,13008.08594
TCGA-G3-A5SK-01A-11R-A27V-07,111211.9922,17925.6543,25514.33789,20186.23242,18314.48242,28373.79102,7875.751953,19893.35742,16954.25781,20574.04492
TCGA-ZS-A9CF-01A-11R-A38B-07,29730.08594,3376.284912,28876.10547,18810.95703,16678.04492,26520.95313,2932.230713,24434.38867,9650.458008,19768.16797
TCGA-DD-AADG-01A-11R-A41C-07,10543.2207,31036.48828,24724.92383,18875.95703,18652.35352,19417.14648,7471.977539,18070.64648,6339.559082,15777.92285
TCGA-DD-A1EB-01A-11R-A131-07,30082.14258,26847.55078,28760.12695,29978.18945,25742.12891,28774.65234,865.0896,24263.53516,14366.56738,22919.32227
TCGA-CC-A9FV-01A-11R-A37K-07,5.083646,0.641198,41282.22266,34294.67969,21349.91992,23441.81055,12214.74414,23410.36328,19.005341,20369.66406
TCGA-ED-A97K-01A-21R-A38B-07,10082.15332,1730.844849,29563.07031,17120.41211,12189.00879,18334.76758,6514.929199,15486.01563,16426.73047,13946.83691
TCGA-CC-A7IH-01A-11R-A33J-07,22574.43164,29684.46484,23889.19531,27133.92773,18323.03711,28568.93555,8987.236328,15952.7793,6942.189453,19587.59961
TCGA-CC-A7IG-01A-11R-A33J-07,38368.15625,38413.39453,12527.14453,12313.18555,12128.11328,12661.49414,25144.38086,6544.118164,6192.373535,3527.952393
TCGA-CC-A3MC-01A-11R-A22L-07,57563.04688,8337.632812,18353.38086,14649.68164,15447.7666,20421.79492,37414.57031,24182.19531,17001.15625,15196.8916
TCGA-DD-AAE6-01A-11R-A41C-07,63453.19531,92684.70313,32028.43945,23086.53516,19335.48828,17951.75,30565.81836,21014.03711,1436.466064,11479.30078
TCGA-CC-A7IE-01A-21R-A38B-07,23896.71875,63237.0625,22880.58594,20872.63477,19934.27734,21143.42969,12594.77246,20118.07813,14515.30566,14476.42676
TCGA-BC-4072-01B-11R-A155-07,57007.375,266.181702,33880.88672,19539.5918,17877.54688,23602.42969,3536.768066,17182.11914,17507.38477,18854.29688
TCGA-DD-AACU-01A-11R-A41C-07,49464.58594,19685.66016,11942.81836,10519.93945,7688.229004,8492.927734,22393.99023,8520.152344,13133.38379,6290.479492
TCGA-DD-AAVY-01A-11R-A41C-07,14912.00488,35608.53906,14864.76856,17501.13672,24043.69336,18152.67188,19569.66211,10736.64941,7541.180664,14544.84668
TCGA-DD-AAEI-01A-11R-A41C-07,88381.46094,18292.46289,17123.70508,13983.06348,13001.21289,13448.38672,50945.27734,13357.58398,8153.431152,9321.132812
TCGA-2Y-A9H7-01A-11R-A39D-07,67940.21875,65138.51172,15203.69043,10011.76758,7761.786621,9218.571289,19285.16406,6745.88916,51015.5625,7526.625
TCGA-DD-AACG-01A-11R-A41C-07,46145.61328,29952.71094,8749.182617,7975.523926,8570.179688,5139.549805,70065.69531,3255.160889,9858.53125,438.85788
TCGA-BC-A10R-11A-11R-A131-07,111700.4688,11829.50293,20005.55078,16137.33789,16697.01367,20412.95313,6193.495605,18116.61133,23181.17188,12424.75293
TCGA-DD-A11C-11A-11R-A131-07,121711.75,13545.73438,23316.68555,18420.26367,18491.0918,23868.78711,6612.116211,24885.69531,18423.03906,16691.10938
TCGA-DD-A3A2-11A-11R-A213-07,168941.2813,14332.73535,21795.2832,15957.87695,16318.07617,22303.7207,7704.994629,13039.49512,19478.3125,12386.75391
TCGA-DD-A1EB-11A-11R-A131-07,140333.6406,16008.4707,19623.37109,13675.54492,10362.09375,16790.08789,8810.885742,13618.52832,17215.48828,13492.80664
TCGA-DD-A1EI-11A-11R-A131-07,114603.1875,17713.42383,30869.76758,22206.31836,19758.10742,29115.23438,6806.833008,23199.08203,14754.29785,16433.93359
