ENSG,ENSG00000124935.3,ENSG00000161634.10,ENSG00000164326.4,ENSG00000171209.3,ENSG00000235687.7,ENSG00000124939.5,ENSG00000234918.1,ENSG00000252621.1,ENSG00000211669.2,ENSG00000096006.10
TCGA-GM-A3XN-01A,9.728643702589999,0.400262118766,0.0,0.0,135.717879843,2.75315524721,142.440308062,32.020307910999996,18.6215210591,0.007092883765
TCGA-B6-A0RG-01A,7.00293829768,0.0,0.0571927810155,0.0,11.731852515999998,1.02339584097,10.3800629425,9.69434969359,3.30315474466,0.309507884801
TCGA-D8-A1XF-01A,1.5081412827399998,0.0,0.0283485203523,0.0,30.703628196999997,0.0992470271068,35.3464583794,23.033430500100003,5.04574285567,0.061365021359
TCGA-BH-A0C3-01A,0.489822219221,0.0,0.90230408804,0.0,0.0264411454371,1.7674966835599997,0.0584862351309,0.0,11.7252779938,1.2120211566
TCGA-E2-A1IG-01A,28.1647369952,0.0,1.49748064582,0.0,28.1980919124,0.6707728502120001,32.119639144000004,10.1999195945,0.238255150641,0.098228558769
TCGA-A2-A3XZ-01A,268.1874925,0.0185780089362,0.0,0.0194669088853,7.818709250739999,15.368470685999998,6.80121497293,1.47948507528,17.4126961062,0.043456170435499986
TCGA-BH-A0HF-01A,1473.12948908,0.527098618297,0.0,0.0240138542557,51.394574026,20.8462379028,17.7983519428,49.0939236403,21.6358605638,0.0
TCGA-AR-A255-01A,1161.72089282,0.0342632286421,0.0,0.0,8.68843345251,31.224389354,8.28761019961,9.14080643392,10.4584511012,4.14086442815
TCGA-AC-A2BK-01A,0.0351681751985,0.038540465971,0.388700883773,146.494800612,0.0,0.0,0.0,0.0,0.262394675056,0.0
TCGA-JL-A3YW-01A,0.0,0.150845146953,0.036222683314400005,0.0,0.55479528632,0.0845427695016,0.70124231499,0.0,16.1657018453,0.150285715315
TCGA-AN-A0XO-01A,1201.83581175,0.542478990123,0.0,0.0,74.409431332,293.158494158,47.693684922399996,45.8865250545,0.0665469255493,3.1551594394
TCGA-C8-A273-01A,1.36340510534,0.0,0.0448488521494,0.0978520410532,5.7958516623800005,0.575718086708,6.22689495872,4.338107153359998,11.2321975,1.43803742753
TCGA-A2-A0EM-01A,1645.75540575,0.784392717731,0.192951546258,0.0,38.9465274909,97.4994162651,22.062137396599997,43.4216155008,0.34734134751999995,0.044750921276
TCGA-BH-A0BV-01A,132.277222045,0.0,0.0,0.0,36.9525658238,14.213123677899999,45.378439118,31.0309560528,20.6820324891,0.141118061042
TCGA-A8-A06Q-01A,1545.04745961,3733.95220574,0.0,0.0407173355328,89.5934506743,18.4245552524,98.7659137768,28.9853139213,1.91069085738,1.60073913725
TCGA-GM-A5PV-01A,64.5323430902,0.067224692005,371.2353147,0.657451054824,114.78421108399999,8.590309203310001,71.19395889409999,18.7373550625,1.5256173625999998,0.218397975806
TCGA-AO-A12A-01A,29.2883789609,3.51059336861,0.0138956757469,0.040423783991,129.225508854,4.0540167246199985,191.114238604,78.1876829954,10.8561946726,7.51234738163
TCGA-GM-A3XL-01A,0.7199582824230001,299.047179974,0.0,0.0,1.5686982083,0.512551001969,0.187560366656,0.0,110.40490740700001,0.17476836568100002
TCGA-BH-A0B7-01A,42.3662662025,0.642743764618,0.0,0.0,0.8492361052869999,1.0806977693000002,1.0875292214,0.752732002413,6.177862651930001,3.21326451587
TCGA-AN-A0XL-01A,7.802931981339999,0.0,0.0,0.0,3.60346935349,0.619138134419,2.3002573176400003,1.7920609335099995,1.11423477731,0.342940009528
TCGA-AC-A3QQ-01B,267.132925086,0.0551730891543,0.0,0.0,67.4425119927,12.245248839,8.512137133889999,326.01878696,5.5093045294400005,0.34415043061300005
TCGA-AC-A8OR-01A,1.84671282423,74.16612986279999,1272.8596782,0.0311856936262,17.521562018900006,2.30187530535,10.0393729655,9.71746213393,0.0,0.104424191742
TCGA-D8-A1J9-01A,198.92856363200002,2059.19687929,1.13790118527,0.0,14.6046070824,66.8923885008,164.51126645899998,4.19299345843,0.990888129315,88.90955736229998
TCGA-AO-A126-01A,0.965386673165,0.0,0.0680488726385,0.0197960356767,220.905484888,1.71530179383,100.43314830899999,12.637789175999998,1.45772673076,0.007365147229939998
TCGA-AR-A256-01A,0.270753868878,0.0329685076259,0.0,0.414551378186,0.0,0.138581634742,0.0,0.0,0.149639443939,1.87009347796
TCGA-AR-A0TV-01A,0.0717058756689,0.0,0.0,0.0,0.06967372534630001,2.57645679947,0.0,0.0,38.4313770943,42.1006353594
TCGA-E2-A572-01A,0.649271225772,0.0711530110435,488.32030612,0.0,94.2941595583,0.0,15.0708449302,0.755515608171,0.645907126157,0.0832176737973
TCGA-BH-A0E9-01B,214.081965011,2.49925827313,0.0144036200478,0.628521602084,35.2896077642,14.6909183578,21.4883092925,27.8644576924,14.0209166094,0.491069214339
TCGA-BH-A0DI-01A,16.2575365073,24.967309816500002,0.0,0.0211666002764,37.1815756855,8.796692818139999,19.9137902756,30.5645707991,4.49258349079,7.150561758180001
TCGA-A2-A04R-01A,2.4550589631,0.0,0.0,0.0,0.358382331388,0.19114297569,0.297270120401,0.6035484262690001,3.5689100594800003,0.214209999977
TCGA-A8-A085-01A,0.6670217529,0.0,0.0169869716358,0.0,0.0,0.5352363270130001,0.0,0.0,0.0,0.0
TCGA-D8-A146-01A,61.0911118175,0.0755207711626,0.013601191517,0.019783551297400004,90.5518506409,20.0944682226,98.0987765186,79.98885460560001,19.7954419293,3.90842677247
